REPO_PATH: code_lists/medications/antiplatelet medications/antiplatelet_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/antiplatelet medications/antiplatelet_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/antiplatelet medications/antiplatelet_dmd.csv
FILE_NAME: antiplatelet_dmd.csv

CONTENT_START
dmd_code,term
1663611000001108,Gencardia 75mg gastro-resistant tablets (Genus Pharmaceuticals) 56 tablet 4 x 14 tablets (product)
1663911000001102,Aspirin 75mg gastro-resistant tablets (Greenfield Pharmaceuticals) 56 tablet 2 x 28 tablets (product)
1664011000001104,Aspirin 75mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd) 56 tablet 4 x 14 tablets (product)
1664111000001103,Aspirin 75mg gastro-resistant tablets (Kent Pharma (UK) Ltd) 28 tablet 2 x 14 tablets
1664211000001109,Aspirin 75mg gastro-resistant tablets (Kent Pharma (UK) Ltd) 56 tablet
1664311000001101,Aspirin 75mg gastro-resistant tablets (Sandoz Ltd) 56 tablet 2 x 28 tablets (product)
1664811000001105,Caprin 75mg gastro-resistant tablets (Pinewood Healthcare) 28 tablet (product)
1665011000001100,Caprin 75mg gastro-resistant tablets (Pinewood Healthcare) 56 tablet 2 x 28 tablets (product)
1665111000001104,Caprin 75mg gastro-resistant tablets (Pinewood Healthcare) 100 tablet (product)
1665211000001105,Aspirin 75mg gastro-resistant tablets (Sterwin Medicines) 56 tablet 4 x 14 tablets (product)
1665311000001102,Aspirin 75mg gastro-resistant tablets (Sterwin Medicines) 28 tablet (product)
1665411000001109,Aspirin 75mg gastro-resistant tablets (Unichem Plc) 28 tablet 2 x 14 tablets (product)
1665511000001108,Aspirin 75mg gastro-resistant tablets (Unichem Plc) 56 tablet 4 x 14 tablets (product)
17217211000001101,Clopidogrel 75mg tablets (Krka UK Ltd)
17217311000001109,Clopidogrel 75mg tablets (Krka UK Ltd) 28 tablet 2 x 14 tablets
17217411000001102,Clopidogrel 75mg tablets (Krka UK Ltd) 30 tablet 3 x 10 tablets
17221711000001107,Pure Health Aspirin 75mg dispersible tablets (Lexon (UK) Ltd) (product)
17221811000001104,Pure Health Aspirin 75mg dispersible tablets (Lexon (UK) Ltd) 28 tablet 2 x 14 tablets (product)
17221911000001109,Pure Health Aspirin 75mg dispersible tablets (Lexon (UK) Ltd) 100 tablet 10 x 10 tablets (product)
173911000001105,Aspirin 75mg dispersible tablets (Kent Pharma (UK) Ltd)
17419511000001109,Plavix 75mg tablets (Mawdsley-Brooks & Company Ltd) (product)
17419611000001108,Plavix 75mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
17419711000001104,Plavix 75mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product)
17423311000001108,Aspirin 75mg tablets (Alissa Healthcare Research Ltd) (product)
17423511000001102,Aspirin 75mg tablets (Alissa Healthcare Research Ltd) 28 tablet (product)
1748711000001107,Micropirin 75mg gastro-resistant tablets (Dexcel Pharma Ltd) 28 tablet 4 x 7 tablets (product)
17561911000001105,Clopidogrel 75mg tablets (Dexcel-Pharma Ltd) (product)
17562011000001103,Clopidogrel 75mg tablets (Dexcel-Pharma Ltd) 28 tablet 2 x 14 tablets (product)
17588511000001106,Plavix 75mg tablets (Sigma Pharmaceuticals Plc) 30 tablet (product)
17619011000001104,Persantin Retard 200mg capsules (Necessity Supplies Ltd) (product)
17619211000001109,Persantin Retard 200mg capsules (Necessity Supplies Ltd) 60 capsule (product)
17620011000001103,Plavix 75mg tablets (Necessity Supplies Ltd) (product)
17620211000001108,Plavix 75mg tablets (Necessity Supplies Ltd) 30 tablet (product)
17629911000001105,Aspirin 75mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
17630011000001100,Aspirin 75mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet (product)
17659511000001104,Clopidogrel 75mg tablets (Arrow Generics Ltd) 30 tablet 3 x 10 tablets (product)
17785711000001109,Aspirin 75mg dispersible tablets (Phoenix Healthcare Distribution Ltd) (product)
