REPO_PATH: code_lists/medications/diabetes/insulin_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/diabetes/insulin_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/diabetes/insulin_dmd.csv
FILE_NAME: insulin_dmd.csv

CONTENT_START
dmd_code,term,drug_substance
36048711000001108,Insulin porcine (as insulin soluble porcine) 100 unit/ml solution for injection 10 ml vial,NA
36048811000001100,Insulin human (as insulin zinc suspension crystalline human) 100 unit/ml suspension for injection 10 ml vial,Basal insulin
36048911000001105,Insulin human (as Insulin zinc suspension mixed human) 100 unit/ml suspension for injection 10 ml vial,Basal insulin
36082811000001107,Semglee 100units/ml solution for injection 3ml pre-filled pens (Biosimilar Collaborations Ireland Ltd) (product),Basal insulin
36083011000001105,Semglee 100units/ml solution for injection 3ml pre-filled pens (Biosimilar Collaborations Ireland Ltd) 5 pre-filled disposable injection (product),Basal insulin
3621701000001101,Insulin aspart 100units/mL injection vial - product,Bolus insulin
3621801000001105,Insulin aspart 100units/mL prefilled syringe - product,Bolus insulin
3621901000001104,Insulin aspart 100units/mL cartridge - product,Bolus insulin
3622001000001107,NovoRapid 100units/mL injection vial,Bolus insulin
3622101000001108,NovoRapid NovoLet 100units/mL prefilled syringe,Bolus insulin
3622201000001101,NovoRapid NovoLet 100units/mL prefilled syringe 3mL,Bolus insulin
3622301000001105,NovoRapid Penfill 100units/mL cartridge,Bolus insulin
3622401000001102,NovoRapid Penfill 100units/mL cartridge 3mL,Bolus insulin
3622501000001103,NovoRapid,Bolus insulin
3622601000001104,NovoRapid NovoLet,Bolus insulin
3622701000001109,NovoRapid Penfill,Bolus insulin
36409211000001105,Insulin lispro and insulin lispro protamine only product,Bolus insulin
36618111000001107,Insulin glargine 100units/ml / Lixisenatide 50micrograms/ml solution for injection 3ml pre-filled disposable devices 3 pre-filled disposable injection (product),Basal insulin
36618311000001109,Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi),Basal insulin
36618411000001102,Suliqua 100units/ml / 50micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi) 3 pre-filled disposable injection,Basal insulin
36620411000001109,Insulin glargine 100units/ml / Lixisenatide 33micrograms/ml solution for injection 3ml pre-filled disposable devices 3 pre-filled disposable injection (product),Basal insulin
36620611000001107,Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi),Basal insulin
36620811000001106,Suliqua 100units/ml / 33micrograms/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi) 3 pre-filled disposable injection,Basal insulin
36630511000001105,Insulin glargine 100 unit/ml and lixisenatide 33 microgram/ml solution for injection 3 ml pre-filled disposable injection,Basal insulin
36630611000001109,Insulin glargine 100 unit/ml and lixisenatide 50 microgram/ml solution for injection 3 ml pre-filled disposable injection,Basal insulin
36630811000001108,Insulin glargine + Lixisenatide,Basal insulin
3678901000001105,Insuman Rapid 100iu/mL injection vial,Bolus insulin
3679001000001100,Insuman Rapid 100iu/mL injection vial 5mL,Bolus insulin
3679101000001104,Insuman Rapid 100iu/mL injection cartridge,Bolus insulin
3679201000001106,Insuman Rapid 100iu/mL injection cartridge 3mL,Bolus insulin
3679401000001105,Insuman Basal 100iu/mL injection vial,Intermediate insulin
3679501000001109,Insuman Basal 100iu/mL injection vial 5mL,Intermediate insulin
3679601000001108,Insuman Basal 100iu/mL injection cartridge 3mL,Intermediate insulin
3679701000001103,Insuman Basal 100iu/mL injection cartridge,Intermediate insulin
3679801000001107,Insuman Comb 25 100iu/mL injection vial,Mix insulin
3679901000001101,Insuman Comb 25 100iu/mL injection vial 5mL,Mix insulin
3680001000001100,Insuman Comb 25 100iu/mL injection cartridge,Mix insulin
3680101000001104,Insuman Comb 25 100iu/mL injection cartridge 3mL,Mix insulin
3680201000001106,Insuman Basal,Intermediate insulin
3680301000001102,Insuman Rapid,Bolus insulin
3680401000001105,Insuman Comb 25,Mix insulin
36911211000001109,Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices 3 pre-filled disposable injection (product),Basal insulin
36911311000001101,Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens (Sanofi),Basal insulin
36911411000001108,Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens (Sanofi) 3 pre-filled disposable injection,Basal insulin
36931811000001104,Insulin glargine 300 unit/ml solution for injection 3 ml pre-filled disposable injection,Basal insulin
371418007,Insulin soluble bovine 100units/ml solution for injection 10ml vials,NA
371419004,Insulin soluble bovine 100units/ml solution for injection 1.5ml cartridges,NA
371430001,Insulin soluble porcine 100units/ml solution for injection 10ml vials,NA
371483009,Insulin soluble human 100units/ml solution for injection 5ml vials,NA
371485002,Insulin soluble human 100units/ml solution for injection 1.5ml cartridges,NA
371496005,Insulin lispro 100units/ml solution for injection 1.5ml cartridges,Bolus insulin
37417011000001108,Humulin I 100units/ml suspension for injection 3ml cartridges (CST Pharma Ltd),Intermediate insulin
37417111000001109,Humulin I 100units/ml suspension for injection 3ml cartridges (CST Pharma Ltd) 5 cartridge,Intermediate insulin
37417211000001103,Humulin M3 100units/ml suspension for injection 3ml cartridges (CST Pharma Ltd),Mix insulin
37417311000001106,Humulin M3 100units/ml suspension for injection 3ml cartridges (CST Pharma Ltd) 5 cartridge,Mix insulin
37419911000001100,Humulin M3 100units/ml suspension for injection 10ml vials (CST Pharma Ltd),Mix insulin
37420011000001103,Humulin M3 100units/ml suspension for injection 10ml vials (CST Pharma Ltd) 1 vial,Mix insulin
37420411000001107,Humulin I 100units/ml suspension for injection 10ml vials (CST Pharma Ltd),Intermediate insulin
37420511000001106,Humulin I 100units/ml suspension for injection 10ml vials (CST Pharma Ltd) 1 vial,Intermediate insulin
37428811000001107,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pen (CST Pharma Ltd),Bolus insulin
37428911000001102,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pen (CST Pharma Ltd) 5 pre-filled disposable injection,Bolus insulin
37439111000001109,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pen (CST Pharma Ltd),Bolus insulin
37439311000001106,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pen (CST Pharma Ltd) 5 pre-filled disposable injection,Bolus insulin
37439411000001104,Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (CST Pharma Ltd),Bolus insulin
37439511000001100,Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (CST Pharma Ltd) 5 pre-filled disposable injection,Bolus insulin
37512111000001101,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pen (Mawdsley-Brooks & Company Ltd),Bolus insulin
37512211000001107,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pen (Mawdsley-Brooks & Company Ltd) 5 pre-filled disposable injection,Bolus insulin
37550411000001100,Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (CST Pharma Ltd),Bolus insulin
37550611000001102,Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (CST Pharma Ltd) 5 pre-filled disposable injection,Bolus insulin
37550911000001108,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (CST Pharma Ltd),Bolus insulin
37551111000001104,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (CST Pharma Ltd) 5 cartridge,Bolus insulin
37590811000001108,Apidra 100units/ml solution for injection 3ml cartridges (CST Pharma Ltd),Bolus insulin
37590911000001103,Apidra 100units/ml solution for injection 3ml cartridges (CST Pharma Ltd) 5 cartridge,Bolus insulin
3766601000001103,Insulin lispro 100iu/mL prefilled pen - product,Bolus insulin
37666211000001104,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Pilsco Ltd),Bolus insulin
37666411000001100,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Pilsco Ltd) 5 cartridge,Bolus insulin
3766701000001108,Humalog-Pen 100iu/mL prefilled pen,Bolus insulin
3766801000001104,Humalog-Pen 100iu/mL prefilled pen 3mL,Bolus insulin
3766901000001105,Humalog-Pen,Bolus insulin
3767001000001109,Humalog Mix50 100iu/mL prefilled pen,Bolus insulin
3767101000001105,Humalog Mix50 100iu/mL prefilled pen 3mL,Bolus insulin
3767201000001103,Humulin I 100iu/mL prefilled pen,Intermediate insulin
37672211000001106,Lantus 100units/ml solution for injection 3ml cartridges (Pilsco Ltd),Basal insulin
37672311000001103,Lantus 100units/ml solution for injection 3ml cartridges (Pilsco Ltd) 5 cartridge,Basal insulin
37672511000001109,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pen (Pilsco Ltd),Basal insulin
37672711000001104,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pen (Pilsco Ltd) 5 pre-filled disposable injection,Basal insulin
3767301000001107,Humulin I 100iu/mL prefilled pen 3mL,Intermediate insulin
3767401000001104,Humalog Mix50,Bolus insulin
37694811000001108,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pen (Pilsco Ltd),Mix insulin
37694911000001103,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pen (Pilsco Ltd) 5 pre-filled disposable injection,Mix insulin
37695011000001103,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Pilsco Ltd),Mix insulin
37695211000001108,NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Pilsco Ltd) 5 cartridge,Mix insulin
37695311000001100,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pen (Pilsco Ltd),Bolus insulin
37695511000001106,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pen (Pilsco Ltd) 5 pre-filled disposable injection,Bolus insulin
37695811000001109,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Pilsco Ltd),Bolus insulin
37695911000001104,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Pilsco Ltd) 5 cartridge,Bolus insulin
377101000001108,Human Mixtard 30/70 (emp) 100units/mL injection vial,Mix insulin
37719711000001107,Humulin M3 100units/ml suspension for injection 10ml vials (Pilsco Ltd),Mix insulin
37719811000001104,Humulin M3 100units/ml suspension for injection 10ml vials (Pilsco Ltd) 1 vial,Mix insulin
37750911000001109,Tresiba Penfill 100units/ml solution for injection 3ml cartridges (CST Pharma Ltd),Basal insulin
37751011000001101,Tresiba Penfill 100units/ml solution for injection 3ml cartridges (CST Pharma Ltd) 5 cartridge,Basal insulin
37751111000001100,Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pen (CST Pharma Ltd),Basal insulin
37751211000001106,Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pen (CST Pharma Ltd) 3 pre-filled disposable injection,Basal insulin
37971811000001102,Humalog 100units/ml solution for injection 3ml cartridges (Pharmaram Ltd),Bolus insulin
37971911000001107,Humalog 100units/ml solution for injection 3ml cartridges (Pharmaram Ltd) 5 cartridge,Bolus insulin
37972011000001100,Humalog 100units/ml solution for injection 10ml vials (Pharmaram Ltd),Bolus insulin
37972111000001104,Humalog 100units/ml solution for injection 10ml vials (Pharmaram Ltd) 1 vial,Bolus insulin
37972211000001105,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Pharmaram Ltd),Bolus insulin
37972311000001102,Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Pharmaram Ltd) 5 cartridge,Bolus insulin
37973011000001109,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pen (Pharmaram Ltd),Bolus insulin
37973111000001105,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pen (Pharmaram Ltd) 5 pre-filled disposable injection,Bolus insulin
37973311000001107,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Pharmaram Ltd),Bolus insulin
37973411000001100,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Pharmaram Ltd) 5 cartridge,Bolus insulin
37992511000001104,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pen (Pharmaram Ltd),Mix insulin
37992611000001100,NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pen (Pharmaram Ltd) 5 pre-filled disposable injection,Mix insulin
38067011000001105,Insulin soluble human 1unit/ml solution for infusion 30ml pre-filled syringes 1 pre-filled disposable injection,NA
38067111000001106,Insulin soluble human 1unit/ml solution for infusion 30ml pre-filled syringes (Special Order),NA
38067211000001100,Insulin soluble human 1unit/ml solution for infusion 30ml pre-filled syringes (Special Order) 1 pre-filled disposable injection,NA
38067711000001107,Insulin soluble human 1unit/ml solution for infusion 30ml pre-filled syringes,NA
38074811000001104,Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pen (Pharmaram Ltd),Basal insulin
38074911000001109,Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pen (Pharmaram Ltd) 3 pre-filled disposable injection,Basal insulin
38116611000001105,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (DE Pharmaceuticals),Bolus insulin
38116711000001101,Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (DE Pharmaceuticals) 5 pre-filled disposable injection,Bolus insulin
3813801000001105,Insuman Comb 15 100iu/mL injection cartridge,Mix insulin
3813901000001104,Insuman Comb 15 100iu/mL injection cartridge 3mL,Mix insulin
38139511000001108,Humulin I 100units/ml suspension for injection 3ml cartridges (DE Pharmaceuticals),Intermediate insulin
38139611000001107,Humulin I 100units/ml suspension for injection 3ml cartridges (DE Pharmaceuticals) 5 cartridge,Intermediate insulin
38139711000001103,Humulin M3 100units/ml suspension for injection 3ml cartridges (DE Pharmaceuticals),Mix insulin
38139811000001106,Humulin M3 100units/ml suspension for injection 3ml cartridges (DE Pharmaceuticals) 5 cartridge,Mix insulin
38139911000001101,Humulin M3 100units/ml suspension for injection 10ml vials (DE Pharmaceuticals),Mix insulin
3814001000001101,Insuman Comb 50 100iu/mL injection vial,Mix insulin
38140011000001107,Humulin M3 100units/ml suspension for injection 10ml vials (DE Pharmaceuticals) 1 vial,Mix insulin
3814101000001100,Insuman Comb 50 100iu/mL injection vial 5mL,Mix insulin
3814201000001107,Insuman Comb 15,Mix insulin
3814301000001103,Insuman Comb 50,Mix insulin
38144911000001101,Lantus 100units/ml solution for injection 3ml cartridges (DE Pharmaceuticals),Basal insulin
38145011000001101,Lantus 100units/ml solution for injection 3ml cartridges (DE Pharmaceuticals) 5 cartridge,Basal insulin
38145111000001100,Lantus 100units/ml solution for injection 10ml vials (DE Pharmaceuticals),Basal insulin
38145211000001106,Lantus 100units/ml solution for injection 10ml vials (DE Pharmaceuticals) 1 vial,Basal insulin
38145311000001103,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (DE Pharmaceuticals),Basal insulin
38145411000001105,Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (DE Pharmaceuticals) 5 pre-filled disposable injection,Basal insulin
38170511000001103,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (DE Pharmaceuticals),Basal insulin
38170611000001104,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (DE Pharmaceuticals) 3 pre-filled disposable injection,Basal insulin
38171211000001107,Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens (DE Pharmaceuticals),Basal insulin
38171311000001104,Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens (DE Pharmaceuticals) 3 pre-filled disposable injection,Basal insulin
38456111000001107,Lyumjev 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd),Bolus insulin
38456511000001103,Lyumjev 100units/ml solution for injection 3ml cartridges (Eli Lilly and Company Ltd) 5 cartridge,Bolus insulin
38456911000001105,Lyumjev 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd),Bolus insulin
38457711000001106,Lyumjev 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd) 1 vial,Bolus insulin
38465811000001104,Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
38465911000001109,Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
38479611000001109,Lyumjev Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
38480611000001109,Lyumjev Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
38501011000001104,Lyumjev KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
38501111000001103,Lyumjev KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
3866401000001103,Insuman Basal OptiSet 100iu/mL prefilled pen,Intermediate insulin
3866501000001104,Insuman Basal Optiset 100iu/mL prefilled pen 3mL,Intermediate insulin
3866601000001100,Insuman Basal OptiSet,Intermediate insulin
3867101000001107,Insuman Rapid OptiSet 100iu/mL prefilled pen,Bolus insulin
3867201000001100,Insuman Rapid OptiSet,Bolus insulin
3867301000001109,Insuman Comb 15 OptiSet 100iu/mL prefilled pen,Mix insulin
3867401000001101,Insuman Comb 15 OptiSet 100iu/mL prefilled pen 3mL,Mix insulin
3867501000001102,Insuman Comb 25 OptiSet 100iu/mL prefilled pen,Mix insulin
3867601000001103,Insuman Comb 25 OptiSet 100iu/mL prefilled pen 3mL,Mix insulin
3867701000001108,Insuman Comb 50 OptiSet 100iu/mL prefilled pen,Mix insulin
3867801000001104,Insuman Comb 50 OptiSet 100iu/mL prefilled pen 3mL,Mix insulin
3868201000001101,Insuman Comb 15 OptiSet,Mix insulin
3868501000001103,Insuman Comb 25 OptiSet,Mix insulin
3868701000001109,Insuman Comb 50 OptiSet,Mix insulin
3875501000001101,Insuman Rapid OptiSet 100iu/mL prefilled pen 3mL,Bolus insulin
3877301000001104,Insuman Comb 15 100iu/mL injection vial,Mix insulin
3877401000001107,Insuman Comb 15 100iu/mL injection vial 5mL,Mix insulin
3877501000001106,Insuman Comb 50 100iu/mL injection cartridge,Mix insulin
3877601000001105,Insuman Comb 50 100iu/mL injection cartridge 3mL,Mix insulin
388452006,Insulin aspart,Bolus insulin
388454007,Insulin lispro,Bolus insulin
38896911000001108,Insulin glargine 100units/ml solution for injection 3ml cartridges,Basal insulin
38897011000001107,Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices,Basal insulin
38991411000001104,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Pharmaram Ltd),Basal insulin
38991511000001100,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Pharmaram Ltd) 3 pre-filled disposable injection,Basal insulin
39100511000001105,Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Pilsco Ltd),Intermediate insulin
39100611000001109,Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Pilsco Ltd) 5 pre-filled disposable injection,Intermediate insulin
39197611000001106,Semglee 100units/ml solution for injection 3ml pre-filled pens (CST Pharma Ltd),Basal insulin
39197811000001105,Semglee 100units/ml solution for injection 3ml pre-filled pens (CST Pharma Ltd) 5 pre-filled disposable injection,Basal insulin
39230711000001106,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Ethigen Ltd),Bolus insulin
39230811000001103,Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Ethigen Ltd) 5 pre-filled disposable injection,Bolus insulin
39361011000001104,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Ethigen Ltd),Basal insulin
39361111000001103,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Ethigen Ltd) 3 pre-filled disposable injection,Basal insulin
39648511000001100,Humulin M3 100units/ml suspension for injection 3ml cartridges (Pharmaram Ltd),Mix insulin
39648611000001101,Humulin M3 100units/ml suspension for injection 3ml cartridges (Pharmaram Ltd) 5 cartridge,Mix insulin
3976801000001101,Insulatard InnoLet 100units/mL prefilled syringe,Intermediate insulin
3976901000001107,Insulatard InnoLet 100units/mL prefilled syringe 3mL,Intermediate insulin
3977001000001106,Insulatard InnoLet,Intermediate insulin
3977101000001107,Mixtard 30 InnoLet 100units/mL prefilled syringe,Mix insulin
3977201000001100,Mixtard 30 InnoLet 100units/mL prefilled syringe 3mL,Mix insulin
3977301000001109,Mixtard 30 InnoLet,Mix insulin
39820211000001106,Trurapi 100units/ml solution for injection 3ml cartridges (Sanofi),Bolus insulin
39820311000001103,Trurapi 100units/ml solution for injection 3ml cartridges (Sanofi) 5 cartridge,Bolus insulin
39820411000001105,Trurapi 100units/ml solution for injection 3ml pre-filled Solostar pens (Sanofi),Bolus insulin
39820511000001109,Trurapi 100units/ml solution for injection 3ml pre-filled Solostar pens (Sanofi) 5 pre-filled disposable injection,Bolus insulin
39939111000001104,Humulin S 100units/ml solution for injection 3ml cartridges (CST Pharma Ltd),Bolus insulin
39939211000001105,Humulin S 100units/ml solution for injection 3ml cartridges (CST Pharma Ltd) 5 cartridge,Bolus insulin
40031711000001108,Admelog 100 units/ml solution for injection 3ml cartridges (Sanofi),Bolus insulin
40031911000001105,Admelog 100 units/ml solution for injection 3ml cartridges (Sanofi) 5 cartridge,Bolus insulin
40032311000001100,Admelog 100 units/ml solution for injection 10ml vials (Sanofi),Bolus insulin
40032411000001107,Admelog 100 units/ml solution for injection 10ml vials (Sanofi) 1 vial,Bolus insulin
40033011000001107,Admelog 100units/ml solution for injection 3ml pre-filled pens (Sanofi),Bolus insulin
40033111000001108,Admelog 100units/ml solution for injection 3ml pre-filled pens (Sanofi) 5 pre-filled disposable injection,Bolus insulin
400780006,Insulin glargine 100units/ml solution for injection 3ml cartridges,Basal insulin
400844000,Insulin zinc mixed human 100units/ml suspension for injection 10ml vials,Mix insulin
400847007,Insulin glargine 100units/ml solution for injection 10ml vials,Basal insulin
400877001,Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices,Basal insulin
40180811000001105,Trurapi 100units/ml solution for injection 10ml vials (Sanofi),Bolus insulin
40181311000001106,Trurapi 100units/ml solution for injection 10ml vials (Sanofi) 1 vial,Bolus insulin
4028211000001109,Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Intermediate insulin
4028311000001101,Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd) (product),Intermediate insulin
4028411000001108,Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge (product),Intermediate insulin
4028611000001106,Insulin soluble bovine 100units/ml solution for injection 3ml cartridges 5 cartridge (product),NA
4028811000001105,Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges (C P Pharmaceuticals Ltd) (product),Bolus insulin
4028911000001100,Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge (product),Bolus insulin
4029311000001107,Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Mix insulin
4029411000001100,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd),Mix insulin
4029511000001101,Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge,Mix insulin
40322211000001107,Humalog Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
40322311000001104,Humalog Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
40322411000001106,Abasaglar Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Basal insulin
40322511000001105,Abasaglar Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Basal insulin
40322611000001109,Lyumjev Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
40322711000001100,Lyumjev Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
4033111000001109,Insulin porcine (as insulin isophane porcine) 70 unit/ml and insulin porcine (as insulin soluble porcine) 30 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
4033211000001103,Insulin bovine (as insulin isophane bovine) 100 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
4033311000001106,Insulin bovine (as insulin soluble bovine) 100 unit/ml solution for injection 3 ml cartridge,NA
4034211000001100,Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),Intermediate insulin
4034311000001108,Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd),Intermediate insulin
4034411000001101,Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge,Intermediate insulin
4034611000001103,Insulin soluble porcine 100units/ml suspension for injection 3ml cartridges 5 cartridge (product),NA
4034911000001109,Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges (C P Pharmaceuticals Ltd) (product),Bolus insulin
4035111000001105,Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge,Bolus insulin
40439811000001106,Insulin zinc suspension mixed bovine,Basal insulin
40444111000001104,Insulin zinc suspension mixed human,Basal insulin
4053611000001100,Insulin porcine (as insulin isophane porcine) 100 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
4053711000001109,Insulin porcine (as insulin soluble porcine) 100 unit/ml solution for injection 3 ml cartridge,NA
4057301000001100,Human Velosulin (pyr) 100iu/mL injection vial,Bolus insulin
4057401000001108,Human Velosulin (pyr) 100iu/mL injection 10mL,Bolus insulin
40841511000001103,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Pilsco Ltd),Basal insulin
40841611000001104,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Pilsco Ltd) 3 pre-filled disposable injection,Basal insulin
4087001000001107,NovoMix,Mix insulin
4087301000001105,NovoMix 30 Penfill 100units/mL injection cartridge 3mL,Mix insulin
4090501000001103,NovoMix 30 FlexPen 100units/mL injection prefilled pen 3mL,Mix insulin
41093211000001101,Insulin glargine 300units/ml solution for injection 1.5ml pre-filled disposable devices 5 pre-filled disposable injection,Basal insulin
41093311000001109,Toujeo 300units/ml solution for injection 1.5ml pre-filled SoloStar pens (Sanofi) 5 pre-filled disposable injection,Basal insulin
411532008,Insulin glulisine,Bolus insulin
412211001,Insulin lispro biphasic,Mix insulin
412219004,Isophane insulin,Intermediate insulin
412448008,Insulin glulisine 100units/ml solution for injection 10ml vials,Bolus insulin
4135401000001106,Lantus,Basal insulin
4135501000001105,Insulin glargine 100iu/mL injection cartridge - product,Basal insulin
4135601000001109,Insulin glargine 100iu/mL injection vial - product,Basal insulin
4135701000001104,Insulin glargine 100iu/mL prefilled pen - product,Basal insulin
4135801000001108,Lantus 100iu/mL injection cartridge,Basal insulin
4135901000001102,Lantus 100iu/mL injection cartridge 3mL,Basal insulin
4136001000001106,Lantus 100iu/mL injection vial,Basal insulin
4136101000001107,Lantus 100iu/mL injection vial 10mL,Basal insulin
4136201000001100,Lantus 100iu/mL OptiSet prefilled pen,Basal insulin
4136301000001109,Lantus 100iu/mL OptiSet prefilled pen 3mL,Basal insulin
414518007,Insulin detemir,Basal insulin
416089000,Insulin isophane human,Intermediate insulin
416313002,Insulin isophane bovine,Intermediate insulin
416547003,Insulin protamine zinc bovine,Basal insulin
4165901000001105,NovoRapid FlexPen,Bolus insulin
4166001000001101,Insulatard FlexPen,Intermediate insulin
