REPO_PATH: code_lists/medications/blood pressure lowering/arb_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/blood pressure lowering/arb_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/blood pressure lowering/arb_dmd.csv
FILE_NAME: arb_dmd.csv

CONTENT_START
dmd_code,term
10511511000001109,Co-Diovan 160mg/25mg tablets (PI) (Waymade Ltd) (product)
10511611000001108,Co-Diovan 160mg/25mg tablets (PI) (Waymade Ltd) 28 tablet (product)
14206711000001103,Co-Diovan 160mg/25mg tablets (Sigma Pharmaceuticals Plc) (product)
14206811000001106,Co-Diovan 160mg/25mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
8604101000001109,Co-Diovan 80mg/12.5mg tablet (product)
13854311000001107,Co-Diovan 80mg/12.5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
13854411000001100,Co-Diovan 80mg/12.5mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
16151411000001104,Co-Diovan 80mg/12.5mg tablets (Lexon (UK) Ltd) (product)
16151511000001100,Co-Diovan 80mg/12.5mg tablets (Lexon (UK) Ltd) 28 tablet (product)
16511611000001104,Co-Diovan 80mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
16511711000001108,Co-Diovan 80mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
18223511000001108,Co-Diovan 80mg/12.5mg tablets (Necessity Supplies Ltd) (product)
18223611000001107,Co-Diovan 80mg/12.5mg tablets (Necessity Supplies Ltd) 28 tablet (product)
8150111000001108,Co-Diovan 80mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd) (product)
8150211000001102,Co-Diovan 80mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd) 28 tablet 2 x 14 tablets (product)
14206911000001101,Co-Diovan 80mg/12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
14207011000001102,Co-Diovan 80mg/12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
11383411000001100,Co-Diovan 80mg/12.5mg tablets (Waymade Ltd) (product)
11383511000001101,Co-Diovan 80mg/12.5mg tablets (Waymade Ltd) 28 tablet (product)
3850601000001108,CoAprovel
9243401000001108,CoAprovel (product)
3850401000001105,CoAprovel 150mg/12.5mg tablet
37433411000001101,CoAprovel 150mg/12.5mg tablets (CST Pharma Ltd)
37433511000001102,CoAprovel 150mg/12.5mg tablets (CST Pharma Ltd) 28 tablet
13853911000001106,CoAprovel 150mg/12.5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
13854011000001109,CoAprovel 150mg/12.5mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
13107411000001105,CoAprovel 150mg/12.5mg tablets (Dowelhurst Ltd) (product)
13107511000001109,CoAprovel 150mg/12.5mg tablets (Dowelhurst Ltd) 28 tablet (product)
16512911000001104,CoAprovel 150mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
16513011000001107,CoAprovel 150mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
18222511000001101,CoAprovel 150mg/12.5mg tablets (Necessity Supplies Ltd) (product)
18222611000001102,CoAprovel 150mg/12.5mg tablets (Necessity Supplies Ltd) 28 tablet (product)
5352411000001100,CoAprovel 150mg/12.5mg tablets (PI) (Waymade Ltd) (product)
5352711000001106,CoAprovel 150mg/12.5mg tablets (PI) (Waymade Ltd) 28 tablet 2 x 14 tablets (product)
792411000001108,CoAprovel 150mg/12.5mg tablets (Sanofi-Synthelabo Ltd) (product)
2223111000001106,CoAprovel 150mg/12.5mg tablets (Sanofi-Synthelabo Ltd) 28 tablet 2 x 14 tablets (product)
14716211000001104,CoAprovel 150mg/12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
14716411000001100,CoAprovel 150mg/12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
3850501000001109,CoAprovel 300mg/12.5mg tablet
37433611000001103,CoAprovel 300mg/12.5mg tablets (CST Pharma Ltd)
37433711000001107,CoAprovel 300mg/12.5mg tablets (CST Pharma Ltd) 28 tablet
13854111000001105,CoAprovel 300mg/12.5mg tablets (Doncaster Pharmaceuticals Ltd) (product)
13854211000001104,CoAprovel 300mg/12.5mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
16513911000001106,CoAprovel 300mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)
16514111000001105,CoAprovel 300mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
18222711000001106,CoAprovel 300mg/12.5mg tablets (Necessity Supplies Ltd) (product)
18222811000001103,CoAprovel 300mg/12.5mg tablets (Necessity Supplies Ltd) 28 tablet (product)
10486911000001104,CoAprovel 300mg/12.5mg tablets (PI) (Dowelhurst Ltd) (product)
10487111000001104,CoAprovel 300mg/12.5mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
5353411000001109,CoAprovel 300mg/12.5mg tablets (PI) (Waymade Ltd) (product)
5353711000001103,CoAprovel 300mg/12.5mg tablets (PI) (Waymade Ltd) 28 tablet 2 x 14 tablets (product)
37625411000001103,CoAprovel 300mg/12.5mg tablets (Pilsco Ltd)
37625511000001104,CoAprovel 300mg/12.5mg tablets (Pilsco Ltd) 28 tablet
682711000001109,CoAprovel 300mg/12.5mg tablets (Sanofi-Synthelabo Ltd) (product)
2222911000001102,CoAprovel 300mg/12.5mg tablets (Sanofi-Synthelabo Ltd) 28 tablet 2 x 14 tablets (product)
14716611000001102,CoAprovel 300mg/12.5mg tablets (Sigma Pharmaceuticals Plc) (product)
14716711000001106,CoAprovel 300mg/12.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
16514211000001104,CoAprovel 300mg/25mg tablets (Mawdsley-Brooks & Company Ltd) (product)
16514411000001100,CoAprovel 300mg/25mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
10968611000001106,CoAprovel 300mg/25mg tablets (sanofi-aventis) (product)
10968711000001102,CoAprovel 300mg/25mg tablets (sanofi-aventis) 28 tablet 2 x 14 tablets (product)
2612201000001102,Cozaar
9248401000001101,Cozaar (product)
9433301000001102,Cozaar (qualifier value)
4062801000001101,Cozaar 100mg tablet
37350011000001106,Cozaar 100mg tablets (CST Pharma Ltd)
37350311000001109,Cozaar 100mg tablets (CST Pharma Ltd) 28 tablet
13857011000001101,Cozaar 100mg tablets (Doncaster Pharmaceuticals Ltd) (product)
13857111000001100,Cozaar 100mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
19870011000001102,Cozaar 100mg tablets (Lexon (UK) Ltd) (product)
19870111000001101,Cozaar 100mg tablets (Lexon (UK) Ltd) 28 tablet (product)
16523611000001108,Cozaar 100mg tablets (Mawdsley-Brooks & Company Ltd) (product)
16523711000001104,Cozaar 100mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
