REPO_PATH: code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv
FILE_NAME: thiazide_diuretics_dmd.csv

CONTENT_START
dmd_code,term
11991111000001102,Chlorothiazide 6mg/5ml oral suspension (Special Order) 1 ml (product)
11991311000001100,Chlorothiazide 6mg/5ml oral solution 1 ml (product)
11991511000001106,Chlorothiazide 6mg/5ml oral solution (Special Order) (product)
11991711000001101,Chlorothiazide 6mg/5ml oral solution (Special Order) 1 ml (product)
11991911000001104,Chlorothiazide 7.5mg/5ml oral suspension 1 ml (product)
11992111000001107,Chlorothiazide 7.5mg/5ml oral suspension (Special Order) (product)
11992311000001109,Chlorothiazide 7.5mg/5ml oral suspension (Special Order) 1 ml (product)
11992411000001102,Chlorothiazide 7.5mg/5ml oral solution 1 ml (product)
11992511000001103,Chlorothiazide 7.5mg/5ml oral solution (Special Order) (product)
11992611000001104,Chlorothiazide 7.5mg/5ml oral solution (Special Order) 1 ml (product)
11992811000001100,Chlorothiazide 70mg/5ml oral suspension 1 ml (product)
11992911000001105,Chlorothiazide 70mg/5ml oral suspension (Special Order) (product)
11993011000001102,Chlorothiazide 70mg/5ml oral suspension (Special Order) 1 ml (product)
11993111000001101,Chlorothiazide 70mg/5ml oral solution 1 ml (product)
11993211000001107,Chlorothiazide 70mg/5ml oral solution (Special Order) (product)
11993311000001104,Chlorothiazide 70mg/5ml oral solution (Special Order) 1 ml (product)
11993611000001109,Chlorothiazide 750mg/5ml oral suspension 1 ml (product)
11993711000001100,Chlorothiazide 750mg/5ml oral suspension (Special Order) (product)
11993911000001103,Chlorothiazide 750mg/5ml oral suspension (Special Order) 1 ml (product)
11994211000001105,Chlorothiazide 750mg/5ml oral solution 1 ml (product)
